fighter_banner_info.personal_info.fighter_id,fighter_banner_info.personal_info.platform_name,character_name,league_point,league_rank,rating,fighter_banner_info.home_name
CAGGO1,Steam,Chun-Li,0,36,2126,Japan
Lexx,Steam,Guile,0,36,2121,Honduras
mago2dgod,Steam,Juri,0,36,2119,Japan
Torimeshi,Steam,Dhalsim,0,36,2114,Japan
BananaKen,Steam,JP,0,36,2106,United States
AC-6,Steam,Dee Jay,0,36,2105,Other
FluxWaveZ,Steam,JP,0,36,2093,Canada
naooonn,Steam,Luke,0,36,2085,Japan
ll Moke ll,Steam,Chun-Li,0,36,2080,Japan
UMA327_PC,Steam,Juri,0,36,2080,Other
Nemo1127,Steam,JP,0,36,2077,Japan
HotDog29GG,Steam,Dee Jay,0,36,2076,Other
CrossoverRD,CrossPlatform,Ken,0,36,2076,Dominican Republic
Kazunoko,Steam,Cammy,0,36,2074,Japan
IBSG_Kakeru,Steam,JP,0,36,2074,Japan
-DingChunQiu-,Steam,JP,0,36,2072,China
Fuudo,Steam,Dee Jay,0,36,2071,Japan
Juicyjoe2000,CrossPlatform,JP,0,36,2070,Sweden
kawano,Steam,Luke,0,36,2067,Japan
satoru_pc,Steam,Rashid,0,36,2067,Japan
Oil King,Steam,Rashid,0,36,2065,Other
CPU Level 5,Steam,Chun-Li,0,36,2064,Japan
BonchanRB,Steam,Luke,0,36,2062,Japan
GINGNANG,Steam,Luke,0,36,2062,Other
DFMjohntakeuchi,Steam,Rashid,0,36,2062,Japan
_ts_,Steam,Ken,0,36,2062,Japan
ひぐち！,Steam,Guile,0,36,2061,Japan
801 Strider,Steam,Marisa,0,36,2060,United States
NEPHEW237142,Steam,Juri,0,36,2059,United States
SOG1111,Steam,Dee Jay,0,36,2058,Other
Tokido,Steam,Ken,0,36,2057,Japan
きんちょーる_Twitch,Steam,Ken,0,36,2056,Japan
noahtheprodigy,Steam,Luke,0,36,2055,United States
KUSANAGI,Steam,Luke,0,36,2049,France
HibikiTheBeast,Steam,Lily,0,36,2044,Japan
Jaccy,Steam,Kimberly,0,36,2043,Japan
Valmaster,Steam,Chun-Li,0,36,2042,France
りゅうきち,Steam,Ken,0,36,2041,Japan
SNB Fujimura,Steam,Ken,0,36,2041,Japan
PhenomTheMoose,Steam,Ken,0,36,2040,Norway
orarin1,Steam,Ken,0,36,2039,Japan
b站不利龙珠,Steam,Juri,0,36,2038,China
Snake Eyez,Steam,Zangief,0,36,2034,United States
LeShar,Steam,Chun-Li,0,36,2034,South Korea
ChrisWong,Steam,Luke,0,36,2034,Other
Poverty Mixups,CrossPlatform,JP,0,36,2033,United States
SKZ_SG,Steam,Cammy,0,36,2032,Singapore
NISHIKIN,Steam,Blanka,0,36,2032,Japan
JUNINHO-RAS,Steam,Luke,0,36,2031,Brazil
Vermillion Bird,Steam,Cammy,0,36,2029,China
ChrisTatarian,Steam,Ken,0,36,2029,Armenia
TTV/NuckleDu,Steam,Cammy,0,36,2028,Vietnam
ふじわら,Steam,Luke,0,36,2028,Japan
伊予 I-yo,Steam,Dhalsim,0,36,2027,Japan
あくたがわ,Steam,Manon,0,36,2026,Japan
Dual_Kevin,Steam,Luke,0,36,2024,Peru
Laplace/キチパ,Steam,Zangief,0,36,2022,Japan
Jon(JB),Steam,Rashid,0,36,2022,Honduras
hikaru_shiftne,Steam,A.K.I.,0,36,2018,Japan
fchampryan#3,Steam,Dhalsim,0,36,2017,United States
PC6Akira,Steam,Cammy,0,36,2015,Japan
ChanSaiyan,CrossPlatform,Luke,0,36,2015,Cambodia
naumanzoh,Steam,Ken,0,36,2015,Japan
おさゆ～＠申し訳なすび,Steam,Cammy,0,36,2013,Japan
Mister Crimson,Steam,Dhalsim,0,36,2013,France
QueenJAK,Steam,Juri,0,36,2013,United States
Sayff,Steam,Ken,0,36,2012,Canada
かべ是空,Steam,Ken,0,36,2012,Japan
Vxbao,Steam,Ken,0,36,2011,China
FCHAMPRYAN #2,Steam,Dhalsim,0,36,2010,United States
Darkdezzy,Steam,Manon,0,36,2010,United States
GuN__SLinGa,Steam,Dee Jay,0,36,2010,United Kingdom
Axela,Steam,JP,0,36,2008,Japan
NLNL,Steam,Luke,0,36,2007,South Korea
TTV Teiga,Steam,Ryu,0,36,2007,Trinidad and Tobago
Hurricane,Steam,Cammy,0,36,2006,Cameroon
ぽこぽこ茶釜,Steam,Juri,0,36,2006,Japan
Excelancer,Steam,JP,0,36,2005,Mexico
ACQUA,Steam,JP,0,36,2005,Japan
Burkish,Steam,Rashid,0,36,2005,United States
Paladin,Steam,Ryu,0,36,2005,United States
e-spopia | なし,Steam,Juri,0,36,2004,Japan
ゴトーー,CrossPlatform,Ken,0,36,2004,Japan
VicinalCorgi,Steam,Cammy,0,36,2002,South Korea
カピバラさん,Steam,Jamie,0,36,2002,Japan
Onikidayo,Steam,Kimberly,0,36,2001,Japan
Wolfgang,Steam,Blanka,0,36,2001,United States
IKOMA-DEVIL,Steam,Dee Jay,0,36,2001,Other
魚群なるお,Steam,Jamie,0,36,2000,Japan
XIAOHAIIII,Steam,Ken,0,36,1999,China
Brayan_Job,CrossPlatform,Dee Jay,0,36,1998,Brazil
EndingWalker,Steam,Dee Jay,0,36,1996,United Kingdom
FCHAMPRYAN,Steam,Dhalsim,0,36,1993,United States
Fenritti,Steam,JP,0,36,1990,Japan
ZJZ-pc,Steam,JP,0,36,1989,Other
ナリ君PRO【本物】Tw配信☆,Steam,Kimberly,0,36,1989,Japan
Kilzyou,Steam,Juri,0,36,1989,France
DaigoTheBeasTV,Steam,Ken,0,36,1988,Japan
otaku-cn,Steam,Rashid,0,36,1986,China
RANDUMB,Steam,Manon,0,36,1985,Germany
ImSpaceBoy,Steam,Luke,0,36,1985,United States
ぽてぽてキリン,Steam,Rashid,0,36,1984,Other
KEI.B,Steam,JP,0,36,1983,Japan
XYLi,Steam,Chun-Li,0,36,1982,Japan
広島iXA_jazzzzy,Steam,Luke,0,36,1982,Japan
Samurai,Steam,Luke,0,36,1981,Cambodia
えびはら/ebihara,Steam,Luke,0,36,1980,Japan
ぱおんぴえん,Steam,Luke,0,36,1980,Japan
RaInPrO,Steam,Guile,0,36,1980,Other
SuckMe,Steam,Edmond Honda,0,36,1979,Haiti
B站魔都100两两,Steam,Blanka,0,36,1979,China
B站 重庆罗晓虎,Steam,Chun-Li,0,36,1975,China
RMK-FAST,Steam,Blanka,0,36,1975,France
PhenomTheMoose,Steam,Luke,0,36,1974,Norway
Atma_,Steam,Luke,0,36,1974,Chile
youdau,Steam,Chun-Li,0,36,1973,Japan
fat_aze,CrossPlatform,Dee Jay,0,36,1972,Other
DTN_NoNeed,Steam,Lily,0,36,1971,United States
zangitobandito,Steam,Dee Jay,0,36,1970,United States
JoeyFGC,CrossPlatform,Manon,0,36,1969,United States
SAKONOKO_GAME,Steam,Chun-Li,0,36,1969,Japan
aiai,Steam,Juri,0,36,1968,Japan
いとやん,Steam,Dee Jay,0,36,1968,Japan
SnailDogSSBM,Steam,JP,0,36,1966,Other
アッキー,Steam,Dee Jay,0,36,1966,Japan
EGO コウセイ,Steam,Juri,0,36,1965,Japan
ジョジョ太郎,Steam,Ken,0,36,1965,Japan
itazan-pc,Steam,Zangief,0,36,1963,Japan
ジュソ。,CrossPlatform,Marisa,0,36,1963,Japan
国民健康保険,Steam,Luke,0,36,1961,Japan
DARK817-RAS,Steam,JP,0,36,1960,Brazil
Booce_Lee,CrossPlatform,Ken,0,36,1959,United States
FF16,Steam,Dee Jay,0,36,1958,United States
EGO│armperor,Steam,Ken,0,36,1958,South Korea
YHC-餅,Steam,Dhalsim,0,36,1957,Japan
おーやk,Steam,Ken,0,36,1957,Japan
KongFuHustle,Steam,Juri,0,36,1956,United States
なふたれん,Steam,Guile,0,36,1955,Japan
word,Steam,A.K.I.,0,36,1955,China
EGO│armperor,Steam,Luke,0,36,1954,South Korea
nona,Steam,Lily,0,36,1954,Japan
URIEL VELORIO,Steam,Ken,0,36,1953,Mexico
でるぴえろ,Steam,JP,0,36,1952,Japan
るろうに,CrossPlatform,Marisa,0,36,1952,Japan
わびいち,CrossPlatform,Luke,0,36,1951,Japan
九条/MG_Kujou,Steam,Lily,0,36,1951,Japan
Biollante,CrossPlatform,Kimberly,0,36,1950,Japan
ThreeDollars,CrossPlatform,Kimberly,0,36,1950,Jamaica
Naji,Steam,Juri,0,36,1950,United States
かっこう,CrossPlatform,JP,0,36,1948,Japan
じゅにあ,Steam,Zangief,0,36,1948,Japan
JOE_UMEROGAN,CrossPlatform,Luke,0,36,1948,Canada
shiro120711,Steam,Ryu,0,36,1947,Japan
TAYUTA,Steam,Cammy,0,36,1946,Japan
ChrisCCH,Steam,Ken,0,36,1946,United States
Iquita,Steam,Dhalsim,0,36,1945,United States
KR_Wrestlingman,Steam,Juri,0,36,1945,South Korea
PUNKWORK|Qiuqiu,Steam,Dee Jay,0,36,1945,China
Lord_Venom,Steam,JP,0,36,1944,Poland
CAGGO1,Steam,Luke,0,36,1944,Japan
だいこく,Steam,Guile,0,36,1944,Japan
Syuji/シュウジ,Steam,Guile,0,36,1942,Japan
@Zenith,CrossPlatform,A.K.I.,0,36,1942,Brazil
naooonn,Steam,Ken,0,36,1942,Japan
CFN Good,Steam,Cammy,0,36,1941,United States
SUNHUI,Steam,Manon,0,36,1941,China
KanPro | よっさん,Steam,Juri,0,36,1941,Japan
bokocho,Steam,Dee Jay,0,36,1941,Japan
ShadyImpostor,Steam,Dee Jay,0,36,1941,Poland
小宅Douyu-国一mod王,Steam,Cammy,0,36,1940,China
へかとん,Steam,Blanka,0,36,1940,Japan
kakaroto,Steam,Dee Jay,0,36,1940,Japan
PRO7OTYPE,Steam,Edmond Honda,0,36,1939,United States
Felthi,Steam,Luke,0,36,1939,Japan
SolVNG2,Steam,Luke,0,36,1938,Mexico
Samoel,Steam,Juri,0,36,1938,Spain
FlashMetroid,Steam,Blanka,0,36,1938,Dominican Republic
saikyoalexkun,Steam,Lily,0,36,1938,Japan
Ctown88,CrossPlatform,Dee Jay,0,36,1938,United States
iDom,Steam,Manon,0,36,1937,United States
Not_Renan,CrossPlatform,Chun-Li,0,36,1937,Brazil
bravery,Steam,Cammy,0,36,1936,Singapore
三田JP,Steam,JP,0,36,1935,Jamaica
道法自然辛大师,Steam,Zangief,0,36,1935,China
fiachan,Steam,Chun-Li,0,36,1935,Japan
NassimClaw,Steam,Edmond Honda,0,36,1935,France
AmyDARC,Steam,Luke,0,36,1935,Other
ruok,Steam,Ken,0,36,1935,Japan
kosaku,Steam,Cammy,0,36,1934,Japan
Brian_F,Steam,JP,0,36,1934,United States
Myrken,Steam,Luke,0,36,1934,Poland
Arma,CrossPlatform,Dee Jay,0,36,1934,Panama
Pastafiend,Steam,Edmond Honda,0,36,1933,United States
ElChakotay,Steam,Lily,0,36,1933,United States
Tynahan,Steam,Cammy,0,36,1932,South Korea
Ramsey,Steam,Zangief,0,36,1932,United States
Namikaze,Steam,Edmond Honda,0,36,1932,Brazil
SNB Johnny,Steam,Marisa,0,36,1932,Japan
Noble,Steam,Luke,0,36,1931,Japan
itazan-pc,Steam,Marisa,0,36,1931,Japan
InvincibleBruce,Steam,Zangief,0,36,1930,China
PiPiLing＊home,CrossPlatform,Kimberly,0,36,1930,Other
osugi_bent,CrossPlatform,Cammy,0,36,1929,Japan
nemosuJunichiJr,Steam,Kimberly,0,36,1929,Japan
スパークル,Steam,Chun-Li,0,36,1928,Japan
Where Is Alice?,Steam,Ken,0,36,1928,Canada
Youshikibi,Steam,Cammy,0,36,1927,Japan
LUGABO,CrossPlatform,Kimberly,0,36,1927,Mexico
BigBird,Steam,Marisa,0,36,1927,United Arab Emirates
nvedtest,Steam,Juri,0,36,1927,United States
だだっだ,Steam,Juri,0,36,1927,Japan
CeroBlast,Steam,Ken,0,36,1927,Canada
Shotaro,Steam,Ken,0,36,1927,Japan
owaechan,Steam,Chun-Li,0,36,1926,Japan
vaio_pc,Steam,Ken,0,36,1926,Japan
Vxbao,Steam,JP,0,36,1925,China
Travis_S,Steam,Chun-Li,0,36,1925,Australia
1100g,Steam,Juri,0,36,1925,Japan
BlkWolverineTTV,Steam,JP,0,36,1923,United States
Babaaaaa,Steam,Manon,0,36,1923,Japan
abao014pc,Steam,Guile,0,36,1923,Japan
toshi-serie,Steam,Cammy,0,36,1922,Japan
ND1 Lionheart,Steam,Cammy,0,36,1922,France
cheems jr,Steam,Manon,0,36,1922,Mexico
たゆたゆ,Steam,Marisa,0,36,1922,Japan
Shimiso,Steam,Rashid,0,36,1922,Japan
sumo,Steam,Cammy,0,36,1921,Japan
MacsSamaPC,Steam,Marisa,0,36,1921,United States
激動のマタドール,Steam,Chun-Li,0,36,1920,Japan
バイトリーダー,Steam,Juri,0,36,1920,Japan
el jefe,Steam,Blanka,0,36,1920,United Kingdom
Jaccy,Steam,JP,0,36,1919,Japan
matsu56,Steam,Kimberly,0,36,1918,Japan
バランスのいい山本,CrossPlatform,A.K.I.,0,36,1918,Japan
xianmsg,Steam,Dee Jay,0,36,1918,Singapore
naooonn,Steam,Ryu,0,36,1918,Japan
WallyWest,CrossPlatform,Cammy,0,36,1916,Turkey
Dookie-PC,Steam,JP,0,36,1916,Argentina
kobayan,Steam,Zangief,0,36,1916,Japan
ElderGoose,Steam,A.K.I.,0,36,1916,United States
宮沢鬼龍,Steam,A.K.I.,0,36,1916,Japan
再春館応援隊,Steam,JP,0,36,1915,Japan
祝・電撃文庫30周年！,CrossPlatform,Blanka,0,36,1915,Japan
XIAOKOU,Steam,Dee Jay,0,36,1915,China
konabe,Steam,Ken,0,36,1915,Japan
かたつむり,Steam,Chun-Li,0,36,1914,Japan
だいわZZ,Steam,Guile,0,36,1914,Japan
Lazyboredom,Steam,Marisa,0,36,1914,United States
Libbro,Steam,Marisa,0,36,1914,Italy
通商宽衣抗二百斤十里山路不换肩,Steam,JP,0,36,1913,China
みなぎ＠メンタルコーチ,Steam,Lily,0,36,1913,Japan
END-MAME,Steam,Cammy,0,36,1912,Japan
suzuki_we,Steam,Cammy,0,36,1912,Japan
tak.,CrossPlatform,JP,0,36,1912,Japan
たかなみ,Steam,Chun-Li,0,36,1912,Japan
Zackbozz,Steam,Chun-Li,0,36,1912,United States
B站cRGM7z,Steam,Jamie,0,36,1912,China
がすいん,Steam,Jamie,0,36,1912,Japan
CFN Good,Steam,Luke,0,36,1912,United States
SFM_Mikex,CrossPlatform,Luke,0,36,1912,Canada
shohei,Steam,Juri,0,36,1912,Japan
LF|GHOST 亗,Steam,Dee Jay,0,36,1912,Brazil
WFALCON3D,Steam,JP,0,36,1911,Peru
Fruit,Steam,Blanka,0,36,1911,United Arab Emirates
uosuke,Steam,Dee Jay,0,36,1911,Japan
鱼头，参上！,Steam,Dee Jay,0,36,1911,China
game-is-wack,Steam,JP,0,36,1910,United States
CD酒蒙子,Steam,Manon,0,36,1910,China
Khangaroo,Steam,Kimberly,0,36,1910,United States
Ugang,Steam,Luke,0,36,1910,Other
inaba360,Steam,Marisa,0,36,1910,Japan
Pochoclo23,Steam,A.K.I.,0,36,1910,Chile
Leeito94,Steam,Dee Jay,0,36,1910,Argentina
SeoFGC,Steam,JP,0,36,1909,Singapore
Keoma,Steam,Manon,0,36,1909,Brazil
FREESER,Steam,Edmond Honda,0,36,1909,Australia
FreePalestine,Steam,Marisa,0,36,1909,Canada
Fandroid,Steam,Dee Jay,0,36,1909,Kuwait
Kilzyou,Steam,Cammy,0,36,1908,France
Moss.HD,Steam,Cammy,0,36,1908,United States
arcadeRat,CrossPlatform,JP,0,36,1908,El Salvador
HereticMAGICMAN,Steam,Juri,0,36,1908,United States
ONI COMPLEX90,Steam,Dee Jay,0,36,1908,Dominican Republic
Musclenoob,Steam,Ken,0,36,1908,United Kingdom
あくたがわ,Steam,Ryu,0,36,1908,Japan
Clint,Steam,Cammy,0,36,1907,United States
ＢＢＱ7,CrossPlatform,Blanka,0,36,1907,Other
Cemetery Gates,Steam,Rashid,0,36,1907,Australia
サクラバ,Steam,Dee Jay,0,36,1907,Japan
meikyo,Steam,Ken,0,36,1907,Japan
TTVNarath_FGC,Steam,Dhalsim,0,36,1906,United States
RXBD,Steam,JP,0,36,1906,Other
せーやんご,CrossPlatform,Luke,0,36,1906,Japan
STB MaidenLinz,Steam,Guile,0,36,1906,Egypt
Rikemansbarnet,Steam,Juri,0,36,1906,Sweden
DeejayKing,Steam,Dee Jay,0,36,1906,France
Monsterjujuju,Steam,Dhalsim,0,36,1905,Japan
Soriku16,Steam,Chun-Li,0,36,1905,United States
chuchuzera01,Steam,Chun-Li,0,36,1905,Brazil
あくたがわ,Steam,Chun-Li,0,36,1905,Japan
Popeye,Steam,Luke,0,36,1905,Other
hemantou,Steam,Guile,0,36,1905,Other
ファイナルあつし,Steam,Dee Jay,0,36,1905,Japan
Jonathan Saitoh,CrossPlatform,Ken,0,36,1905,Japan
こなつ＠,Steam,Dhalsim,0,36,1904,Japan
Akai Shuichi,Steam,JP,0,36,1904,Japan
mohumohu-k-dama,Steam,Zangief,0,36,1904,Japan
Shakz,Steam,Luke,0,36,1904,United Kingdom
DDT!,CrossPlatform,Luke,0,36,1904,Japan
-总狮范-,Steam,Blanka,0,36,1904,China
machabo-,Steam,Ken,0,36,1904,Japan
KUSANAGI,Steam,Ken,0,36,1904,Mexico
ナオナナ,Steam,Luke,0,36,1903,Japan
Alondite,Steam,Luke,0,36,1903,Kuwait
Ice_,Steam,Guile,0,36,1903,United States
TTV/NuckleDu,Steam,Guile,0,36,1903,Vietnam
Tigers Bryan-D,CrossPlatform,Guile,0,36,1903,Dominican Republic
airjordan43,Steam,Blanka,0,36,1903,United States
小路KOG@ギリギリわるくない,Steam,Dee Jay,0,36,1903,Japan
theforce90,Steam,Dee Jay,0,36,1903,Brazil
BrandonGouki,Steam,Ken,0,36,1903,Singapore
JPKING,Steam,JP,0,36,1902,South Korea
obiheart,Steam,JP,0,36,1902,Japan
melo,Steam,Manon,0,36,1902,Japan
riot,Steam,Chun-Li,0,36,1902,Japan
kiske,Steam,Kimberly,0,36,1902,Japan
DosukoEsports,Steam,Edmond Honda,0,36,1902,Japan
Jinkouyuki,Steam,Guile,0,36,1902,Thailand
りゅうてる,CrossPlatform,Guile,0,36,1902,Japan
マエバコウヘイ22歳,Steam,Rashid,0,36,1902,Japan
嬌兔TW,Steam,Dee Jay,0,36,1902,Japan
Jackie-zhu,Steam,Dhalsim,0,36,1901,China
Slice,Steam,Dhalsim,0,36,1901,Canada
Rikemansbarnet,Steam,JP,0,36,1901,Sweden
ﾃｪｰｽﾞｻｧお寿司；；,Steam,Chun-Li,0,36,1901,Japan
ThreeDollars,CrossPlatform,Chun-Li,0,36,1901,Jamaica
びちろー,CrossPlatform,Kimberly,0,36,1901,Japan
B站cRGM7z,Steam,Jamie,0,36,1901,China
ぬめりん,CrossPlatform,Edmond Honda,0,36,1901,Japan
段階だよAlisa,Steam,Luke,0,36,1901,Japan
Broski,Steam,A.K.I.,0,36,1901,United Kingdom
HIDE0815,Steam,Ken,0,36,1901,Japan
あっくん001Twitch,Steam,Ken,0,36,1901,Japan
Darlin,Steam,Ryu,0,36,1901,China
てるてる,CrossPlatform,Cammy,0,36,1900,Japan
不会玩的,Steam,Dhalsim,0,36,1900,Other
小岩井バンピ乃,Steam,JP,0,36,1900,Japan
suisei_is_god,Steam,Zangief,0,36,1900,Japan
BananaUyuu,CrossPlatform,Kimberly,0,36,1900,United States
Emirio-Katoret,CrossPlatform,Jamie,0,36,1900,Japan
a scrub,Steam,Edmond Honda,0,36,1900,Canada
バサ姉＆ハッチーのお悩み相談室,Steam,Juri,0,36,1900,Japan
Blaz11,CrossPlatform,Rashid,0,36,1900,Chile
Gunfight,Steam,Rashid,0,36,1900,Japan
ゆーさま/Yu-sama,Steam,Dee Jay,0,36,1900,Japan
Sleepy Sheepy,Steam,Dee Jay,0,36,1900,Netherlands
あくたがわ,Steam,Ken,0,36,1900,Japan
☆春日☆,Steam,Luke,0,36,1899,Japan
BrandonHeat77,Steam,Juri,0,36,1899,Brazil
千葉/Chiba,CrossPlatform,Blanka,0,36,1899,Japan
_ts_,Steam,Chun-Li,0,36,1897,Japan
格闘家-大飞哥,Steam,Cammy,0,36,1896,China
ehai,Steam,Chun-Li,0,36,1896,Canada
MoMo,CrossPlatform,JP,0,36,1895,Brazil
GranTODAKAI ttv,Steam,JP,0,36,1895,Panama
VrsEnock,Steam,Kimberly,0,36,1895,Brazil
8AM Pools,Steam,Edmond Honda,0,36,1895,Other
Lord-Pikoro,Steam,Blanka,0,36,1895,Peru
RonaldinhoBR,Steam,Blanka,0,36,1895,Brazil
Leslie450,Steam,Rashid,0,36,1895,Singapore
Asaya,Steam,Cammy,0,36,1894,Japan
Frenzy,Steam,Kimberly,0,36,1894,United States
NightMareEffecT,Steam,Dee Jay,0,36,1894,Other
Cuongster,Steam,JP,0,36,1893,France
gain,Steam,JP,0,36,1893,Japan
Adakaa_pc,Steam,Luke,0,36,1893,Japan
DEMON,CrossPlatform,Juri,0,36,1893,United States
TORACHIN,Steam,Cammy,0,36,1890,Japan
reizuYouTube,CrossPlatform,Ken,0,36,1890,Japan
へるちゃん,Steam,Chun-Li,0,36,1889,Japan
shouma,CrossPlatform,Guile,0,36,1889,Japan
でんせつえすぴ～,CrossPlatform,Juri,0,36,1889,Japan
SoundBoi,Steam,Luke,0,36,1888,United Kingdom
Azrael,Steam,Rashid,0,36,1888,United States
COAL,Steam,Ken,0,36,1888,Japan
PATADA VELOZ,Steam,Cammy,0,36,1887,Peru
John Doe,Steam,Dhalsim,0,36,1887,Japan
taketake-piano,CrossPlatform,JP,0,36,1886,Japan
PONGIEF-youtube,Steam,Zangief,0,36,1886,Japan
AchGouki,Steam,Rashid,0,36,1886,Australia
SYG Garnet,Steam,Dhalsim,0,36,1885,Italy
KyonTyagama,Steam,Manon,0,36,1885,Japan
格闘家-绿豆,Steam,Chun-Li,0,36,1885,China
Yurei,Steam,Luke,0,36,1885,Chile
わるもん,CrossPlatform,Dee Jay,0,36,1885,Japan
Celfcool,Steam,Dee Jay,0,36,1885,Venezuela
highspeedchaos,Steam,Ken,0,36,1885,United States
Light,Steam,Ken,0,36,1885,United States
魚群なるお,Steam,Ryu,0,36,1885,Japan
Snakehead,Steam,JP,0,36,1884,South Korea
无知者无畏,Steam,Kimberly,0,36,1884,China
Pulgaa,Steam,Luke,0,36,1884,France
瓦丁奇妙冒险,Steam,Juri,0,36,1884,China
さかかね,Steam,Lily,0,36,1884,Japan
ｻｻﾓﾝ,Steam,Dee Jay,0,36,1884,Japan
LUCKYBOY,Steam,Dhalsim,0,36,1883,China
あたーう,Steam,JP,0,36,1883,Japan
NYChrisG,CrossPlatform,Chun-Li,0,36,1883,Tunisia
mattypie,Steam,Chun-Li,0,36,1883,Japan
情憑誰來定錯對,Steam,Chun-Li,0,36,1883,Other
higg,Steam,Guile,0,36,1883,South Korea
Tenteko_Mai,Steam,Juri,0,36,1883,Japan
sakeru_twitch,Steam,Juri,0,36,1883,Japan
IKOMA-DEVIL,Steam,Blanka,0,36,1883,Other
sikitam,Steam,Cammy,0,36,1882,Japan
結局運ゲー,Steam,Dhalsim,0,36,1882,Japan
Zaferino,Steam,Dhalsim,0,36,1882,Other
S狗┐(´-｀)┌,Steam,JP,0,36,1882,China
おでんくん,Steam,Kimberly,0,36,1882,Japan
yasungo,Steam,Kimberly,0,36,1882,Japan
Unsung,Steam,Rashid,0,36,1882,Japan
DadyMaster,Steam,Dee Jay,0,36,1882,Gabon
神木C_,Steam,JP,0,36,1881,Japan
ミゲル伊藤,Steam,JP,0,36,1881,Japan
leith,Steam,Chun-Li,0,36,1881,France
うにゅもん,CrossPlatform,Edmond Honda,0,36,1881,Japan
jabberwock03,Steam,Blanka,0,36,1881,Japan
JabhiM,Steam,Dee Jay,0,36,1881,South Africa
Open AI,Steam,Ken,0,36,1881,Other
L_________,Steam,Cammy,0,36,1880,Japan
Feelmedoe,Steam,Kimberly,0,36,1880,United States
onitsu345,Steam,Blanka,0,36,1880,Japan
しょかも,Steam,Lily,0,36,1880,Japan
ハマシカ,Steam,Ken,0,36,1880,Japan
swkentaro,Steam,Ken,0,36,1880,Japan
Lionheart,CrossPlatform,Cammy,0,36,1879,France
Reiketsu,Steam,Cammy,0,36,1879,Japan
カクハラです,CrossPlatform,Manon,0,36,1879,Other
Koutaro,Steam,Chun-Li,0,36,1879,Japan
NotMagnegr0,Steam,Marisa,0,36,1879,United States
サミュエン,CrossPlatform,Blanka,0,36,1879,Japan
The Purge,Steam,Dee Jay,0,36,1879,China
ITK(MR1700↑募集),Steam,Dhalsim,0,36,1878,Japan
Shaka22,Steam,Dhalsim,0,36,1878,Argentina
Kimchi-Slapper,Steam,JP,0,36,1878,United States
Zé da Manga,Steam,JP,0,36,1878,Brazil
ザンギおじ,CrossPlatform,Zangief,0,36,1878,Japan
Clint,Steam,Manon,0,36,1878,United States
OpulentiaM,Steam,Chun-Li,0,36,1878,Other
Crybaby,CrossPlatform,Guile,0,36,1878,China
younghou,Steam,Marisa,0,36,1878,Chile
よしちゃん,Steam,Dee Jay,0,36,1878,Japan
しのちゃんマン,Steam,Dee Jay,0,36,1878,Japan
Salvatore_pc,Steam,Cammy,0,36,1877,Venezuela
SANEFOX,Steam,Cammy,0,36,1877,Dominican Republic
NLNL,Steam,Cammy,0,36,1877,South Korea
iRedman,CrossPlatform,Kimberly,0,36,1877,United States
iyun1212＿Twitch,Steam,Jamie,0,36,1877,Japan
LOXO,Steam,Blanka,0,36,1877,Japan
ずくどもん,Steam,Blanka,0,36,1877,Japan
Ozukun,Steam,Rashid,0,36,1877,Japan
ファイナルあつし,Steam,Lily,0,36,1877,Japan
Keyn,Steam,Ken,0,36,1877,France
-TAKAMURA,CrossPlatform,Ken,0,36,1877,Belgium
yoshi,Steam,Cammy,0,36,1876,Japan
77days | AMTRS,Steam,Jamie,0,36,1876,Japan
Tonbo,CrossPlatform,Marisa,0,36,1876,Japan
SHOZAN Twitch,Steam,Marisa,0,36,1876,Japan
しばずけ,Steam,Dee Jay,0,36,1876,Japan
NotPedro,Steam,Ken,0,36,1876,Brazil
bilibili张昔日,Steam,Cammy,0,36,1875,China
シベール,Steam,JP,0,36,1875,Japan
竹内電気(株),Steam,Kimberly,0,36,1875,Japan
pexmoveman,Steam,Jamie,0,36,1875,Japan
chiakiman NEO,Steam,Luke,0,36,1875,Japan
Crybaby-PC,Steam,Guile,0,36,1875,China
しこたま,CrossPlatform,Juri,0,36,1875,Japan
Ryder,Steam,Dee Jay,0,36,1875,United States
enui,Steam,JP,0,36,1874,Japan
LinLin,Steam,JP,0,36,1874,Other
Shadowmark Ω,Steam,Jamie,0,36,1874,United States
saado99,Steam,Luke,0,36,1874,United States
Roxas32,Steam,Luke,0,36,1874,Japan
Cash,Steam,Luke,0,36,1874,United States
SEASONS,Steam,Guile,0,36,1874,Japan
兎(51),CrossPlatform,Marisa,0,36,1874,Japan
もなか@S_zwei,CrossPlatform,Marisa,0,36,1874,Japan
YuZhouRen,Steam,Marisa,0,36,1874,China
山田の隣,Steam,Rashid,0,36,1874,Japan
Dual_Kevin,Steam,Rashid,0,36,1874,Peru
あでりい,Steam,Dee Jay,0,36,1874,Japan
さかぐち,CrossPlatform,Ken,0,36,1874,Japan
MJ_Gama,Steam,JP,0,36,1873,Mexico
Akuru,Steam,Kimberly,0,36,1873,Japan
ハハハハフハハ,Steam,Kimberly,0,36,1873,Japan
広島iXA-ストーム久保,Steam,Edmond Honda,0,36,1873,Japan
Whea7s,Steam,Luke,0,36,1873,United States
战神_河池VR,Steam,Marisa,0,36,1873,China
ちばあすか,Steam,Dee Jay,0,36,1873,Japan
drt ghy,CrossPlatform,Ken,0,36,1873,Other
